fill	x	y	tooltip
#FFFFFF	0.683200207750018	0.106657114280243	PORT MANSFIELD
#FFFFFF	0.575559835278165	0.146643967141979	ESCOBAS
#FFFFFF	0.62922767410066	0.153397984515938	FALFURRIAS 8.9 SSW
#FFFFFF	0.655694574743186	0.180303192615485	KINGSVILLE 6.5 SSE
#FFFFFF	0.540748451309044	0.192148306419058	LAREDO 1.8 N
#FFFFFF	0.571301032584509	0.202057609687417	FREER 29.5 WSW
#FFFFFF	0.653887180429293	0.189658188902396	KINGSVILLE
#FFFFFF	0.685146099712485	0.200701689532796	CORPUS CHRISTI BOTANICAL GARDENS
#FFFFFF	0.697167695608724	0.194723701932865	CORPUS CHRISTI 9.0 SSE
#FFFFFF	0.652308307235547	0.232817383257961	MATHIS 4 SSW
#FFFFFF	0.680139409716528	0.213305777510968	CORPUS CHRISTI 4.8 W
#FFFFFF	0.703386240029705	0.227316952442047	ARANSAS PASS 6.1 NNW
#FFFFFF	0.638278495434982	0.257548002430287	GEORGE WEST 2.9 E
#FFFFFF	0.653395513776854	0.239801651224214	MATHIS 2.6 NW
#FFFFFF	0.708392930025661	0.236680476528673	ROCKPORT 3.0 NNW
#FFFFFF	0.72642532387002	0.240117179813655	MATAGORDA ISLAND
#FFFFFF	0.513755259601937	0.27138009356736	CARRIZO SPRINGS 3 W
#FFFFFF	0.605066759306894	0.280624228457981	CROSS
#FFFFFF	0.618971923223742	0.269367532834715	CALLIHAM
#FFFFFF	0.633479551911887	0.279251252703931	THREE RIVERS 8 NE
#FFFFFF	0.659080842250825	0.275140853241496	NORMANNA 0.5 ENE
#FFFFFF	0.687902202919111	0.285041628710141	GOLIAD 2.4 SE
#FFFFFF	0.723883892018684	0.262809654854192	AUSTWELL
#FFFFFF	0.737726731993673	0.266979748914629	SEADRIFT 4.9 ENE
#FFFFFF	0.499060659088217	0.302787979916213	PESCADO
#FFFFFF	0.510230494445724	0.298489968860057	YOUNDBLOOD
#FFFFFF	0.605565350841761	0.308117854737835	JOURDANTON 0.6 NW
#FFFFFF	0.637634481369113	0.29779068928346	KARNES CITY 12.6 WSW
#FFFFFF	0.678712883936214	0.289578418158305	GOLIAD 6.5 WNW
#FFFFFF	0.700103845758497	0.301457643160736	VICTORIA 12.1 W
#FFFFFF	0.718170864014998	0.301611143555599	VICTORIA AIRPORT
#FFFFFF	0.737982952643535	0.285971158879032	PORT LAVACA 3.3 NNW
#FFFFFF	0.783825674321589	0.287941080613103	MATAGORDA 2
#FFFFFF	0.26157181619564	0.326384401726498	CASTOLON
#FFFFFF	0.299852566261544	0.330725051781227	RIO GRANDE VILLAGE
